"Date","Time","SensorID","Translate01","Translate02","Value","Sensor_Type","Activity","Hour","Date & Time"
"2013-11-10","20:37:26.702825","M016","Kitchen","Kitchen","OFF","Control4-Motion","Drink",20,"2013-11-10T20:37:26.702825"
"2013-11-10","20:37:33.449819","M016","Kitchen","Kitchen","ON","Control4-Motion","Drink",20,"2013-11-10T20:37:33.449819"
"2013-11-10","20:37:33.630511","M011","Kitchen","Kitchen","ON","Control4-Motion","Drink",20,"2013-11-10T20:37:33.630511"
"2013-11-10","20:37:34.759661","M011","Kitchen","Kitchen","OFF","Control4-Motion","Drink",20,"2013-11-10T20:37:34.759661"
"2013-11-10","20:37:35.510056","M011","Kitchen","Kitchen","ON","Control4-Motion","Drink",20,"2013-11-10T20:37:35.510056"
"2013-11-10","20:37:36.635126","M016","Kitchen","Kitchen","OFF","Control4-Motion","Drink",20,"2013-11-10T20:37:36.635126"
"2013-11-10","20:37:37.950112","M011","Kitchen","Kitchen","OFF","Control4-Motion","Drink",20,"2013-11-10T20:37:37.950112"
"2013-11-10","20:37:50.322637","M016","Kitchen","Kitchen","ON","Control4-Motion","Drink",20,"2013-11-10T20:37:50.322637"
"2013-11-10","20:37:50.819623","M015","Kitchen","Kitchen","ON","Control4-Motion","Drink",20,"2013-11-10T20:37:50.819623"
"2013-11-10","20:37:54.748661","M015","Kitchen","Kitchen","OFF","Control4-Motion","Drink",20,"2013-11-10T20:37:54.748661"
"2013-11-10","20:37:54.814660","M016","Kitchen","Kitchen","OFF","Control4-Motion","Drink",20,"2013-11-10T20:37:54.814660"
"2013-11-10","21:06:31.440187","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:06:31.440187"
"2013-11-10","21:06:35.568062","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:06:35.568062"
"2013-11-10","21:06:38.379325","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:06:38.379325"
"2013-11-10","21:06:39.499660","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:06:39.499660"
"2013-11-10","21:06:40.438312","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:06:40.438312"
"2013-11-10","21:06:47.374527","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:06:47.374527"
"2013-11-10","21:06:49.436193","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:06:49.436193"
"2013-11-10","21:06:53.479739","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:06:53.479739"
"2013-11-10","21:09:42.584224","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:09:42.584224"
"2013-11-10","21:09:46.434197","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:09:46.434197"
"2013-11-10","21:09:58.605879","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:09:58.605879"
"2013-11-10","21:09:59.732216","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:09:59.732216"
"2013-11-10","21:10:10.042658","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:10:10.042658"
"2013-11-10","21:10:15.664777","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:10:15.664777"
"2013-11-10","21:10:41.680400","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",21,"2013-11-10T21:10:41.680400"
"2013-11-10","21:10:42.804711","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:10:42.804711"
"2013-11-10","21:10:43.933795","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:10:43.933795"
"2013-11-10","21:10:43.938740","LS004","Ignore","Ignore","22","Control4-LightSensor","Dress",21,"2013-11-10T21:10:43.938740"
"2013-11-10","21:10:43.943463","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",21,"2013-11-10T21:10:43.943463"
"2013-11-10","21:10:43.950466","LS010","Ignore","Ignore","31","Control4-LightSensor","Dress",21,"2013-11-10T21:10:43.950466"
"2013-11-10","21:10:45.243090","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:10:45.243090"
"2013-11-10","21:10:45.247599","LS004","Ignore","Ignore","23","Control4-LightSensor","Dress",21,"2013-11-10T21:10:45.247599"
"2013-11-10","21:10:46.183113","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",21,"2013-11-10T21:10:46.183113"
"2013-11-10","21:10:46.187780","LS010","Ignore","Ignore","32","Control4-LightSensor","Dress",21,"2013-11-10T21:10:46.187780"
"2013-11-10","21:10:47.309599","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",21,"2013-11-10T21:10:47.309599"
"2013-11-10","21:10:47.315364","LS010","Ignore","Ignore","31","Control4-LightSensor","Dress",21,"2013-11-10T21:10:47.315364"
"2013-11-10","21:10:48.989645","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",21,"2013-11-10T21:10:48.989645"
"2013-11-10","21:10:50.118604","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",21,"2013-11-10T21:10:50.118604"
"2013-11-10","21:10:51.615151","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:10:51.615151"
"2013-11-10","21:10:52.681238","M014","Hall","Hall","ON","Control4-Motion","Dress",21,"2013-11-10T21:10:52.681238"
"2013-11-10","21:10:55.970989","M014","Hall","Hall","OFF","Control4-Motion","Dress",21,"2013-11-10T21:10:55.970989"
"2013-11-10","21:10:58.553587","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",21,"2013-11-10T21:10:58.553587"
"2013-11-10","21:10:58.928718","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:10:58.928718"
"2013-11-10","21:10:59.682604","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",21,"2013-11-10T21:10:59.682604"
"2013-11-10","21:10:59.689858","LS010","Ignore","Ignore","32","Control4-LightSensor","Dress",21,"2013-11-10T21:10:59.689858"
"2013-11-10","21:11:00.049130","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:11:00.049130"
"2013-11-10","21:11:00.431779","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",21,"2013-11-10T21:11:00.431779"
"2013-11-10","21:11:00.436486","LS010","Ignore","Ignore","31","Control4-LightSensor","Dress",21,"2013-11-10T21:11:00.436486"
"2013-11-10","21:11:00.611483","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:11:00.611483"
"2013-11-10","21:11:02.492153","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:11:02.492153"
"2013-11-10","21:11:04.184067","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",21,"2013-11-10T21:11:04.184067"
"2013-11-10","21:11:04.188566","LS010","Ignore","Ignore","32","Control4-LightSensor","Dress",21,"2013-11-10T21:11:04.188566"
"2013-11-10","21:11:06.990905","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",21,"2013-11-10T21:11:06.990905"
"2013-11-10","21:11:08.116572","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",21,"2013-11-10T21:11:08.116572"
"2013-11-10","21:11:08.683321","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",21,"2013-11-10T21:11:08.683321"
"2013-11-10","21:11:09.857203","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",21,"2013-11-10T21:11:09.857203"
"2013-11-10","21:11:10.932228","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",21,"2013-11-10T21:11:10.932228"
"2013-11-10","21:11:10.937896","LS010","Ignore","Ignore","31","Control4-LightSensor","Dress",21,"2013-11-10T21:11:10.937896"
"2013-11-10","21:11:11.175703","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:11:11.175703"
"2013-11-10","21:11:11.867522","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:11:11.867522"
"2013-11-10","21:11:13.474637","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:11:13.474637"
"2013-11-10","21:11:14.306805","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",21,"2013-11-10T21:11:14.306805"
"2013-11-10","21:11:14.311272","LS010","Ignore","Ignore","32","Control4-LightSensor","Dress",21,"2013-11-10T21:11:14.311272"
"2013-11-10","21:11:14.678002","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:11:14.678002"
"2013-11-10","21:11:14.682688","LS004","Ignore","Ignore","22","Control4-LightSensor","Dress",21,"2013-11-10T21:11:14.682688"
"2013-11-10","21:11:17.496428","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",21,"2013-11-10T21:11:17.496428"
"2013-11-10","21:11:17.501548","LS010","Ignore","Ignore","31","Control4-LightSensor","Dress",21,"2013-11-10T21:11:17.501548"
"2013-11-10","21:11:18.617548","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",21,"2013-11-10T21:11:18.617548"
"2013-11-10","21:11:19.546075","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:11:19.546075"
"2013-11-10","21:11:19.551002","LS004","Ignore","Ignore","23","Control4-LightSensor","Dress",21,"2013-11-10T21:11:19.551002"
"2013-11-10","21:11:20.672602","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:11:20.672602"
"2013-11-10","21:11:20.678204","LS004","Ignore","Ignore","22","Control4-LightSensor","Dress",21,"2013-11-10T21:11:20.678204"
"2013-11-10","21:11:47.861343","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:11:47.861343"
"2013-11-10","21:11:49.928039","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:11:49.928039"
"2013-11-10","21:11:53.864406","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:11:53.864406"
"2013-11-10","21:11:55.923585","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:11:55.923585"
"2013-11-10","21:11:55.930616","LS004","Ignore","Ignore","23","Control4-LightSensor","Dress",21,"2013-11-10T21:11:55.930616"
"2013-11-10","21:12:03.044378","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:12:03.044378"
"2013-11-10","21:12:03.800087","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",21,"2013-11-10T21:12:03.800087"
"2013-11-10","21:12:05.107863","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:12:05.107863"
"2013-11-10","21:12:07.332616","MA005","Bedroom","Bed","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:12:07.332616"
"2013-11-10","21:12:08.447794","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:12:08.447794"
"2013-11-10","21:12:09.014411","MA005","Bedroom","Bed","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:12:09.014411"
"2013-11-10","21:12:09.613625","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",21,"2013-11-10T21:12:09.613625"
"2013-11-10","21:12:09.618350","LS010","Ignore","Ignore","32","Control4-LightSensor","Dress",21,"2013-11-10T21:12:09.618350"
"2013-11-10","21:12:11.450360","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:12:11.450360"
"2013-11-10","21:12:11.455938","LS005","Ignore","Ignore","21","Control4-LightSensor","Dress",21,"2013-11-10T21:12:11.455938"
"2013-11-10","21:12:16.324125","MA005","Bedroom","Bed","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:12:16.324125"
"2013-11-10","21:12:17.448563","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:12:17.448563"
"2013-11-10","21:12:17.454166","LS005","Ignore","Ignore","20","Control4-LightSensor","Dress",21,"2013-11-10T21:12:17.454166"
"2013-11-10","21:12:38.669037","M010","WorkArea","WorkArea","ON","Control4-Motion","Dress",21,"2013-11-10T21:12:38.669037"
"2013-11-10","21:12:38.732727","MA005","Bedroom","Bed","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:12:38.732727"
"2013-11-10","21:12:38.737695","LS005","Ignore","Ignore","21","Control4-LightSensor","Dress",21,"2013-11-10T21:12:38.737695"
"2013-11-10","21:12:39.417229","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Dress",21,"2013-11-10T21:12:39.417229"
"2013-11-10","21:12:40.700385","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:12:40.700385"
"2013-11-10","21:12:40.705305","LS005","Ignore","Ignore","20","Control4-LightSensor","Dress",21,"2013-11-10T21:12:40.705305"
"2013-11-10","21:12:43.356348","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Dress",21,"2013-11-10T21:12:43.356348"
"2013-11-10","21:12:45.235166","M010","WorkArea","WorkArea","OFF","Control4-Motion","Dress",21,"2013-11-10T21:12:45.235166"
"2013-11-10","21:12:49.023197","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:12:49.023197"
"2013-11-10","21:12:53.716848","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:12:53.716848"
"2013-11-10","21:13:23.338172","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:13:23.338172"
"2013-11-10","21:13:25.024645","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:13:25.024645"
"2013-11-10","21:13:26.520903","MA013","Bathroom","Bathroom","ON","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:13:26.520903"
"2013-11-10","21:13:31.210308","MA013","Bathroom","Bathroom","OFF","Control4-MotionArea","Personal_Hygiene",21,"2013-11-10T21:13:31.210308"
"2013-11-10","21:13:59.258751","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",21,"2013-11-10T21:13:59.258751"
"2013-11-10","21:14:00.379165","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",21,"2013-11-10T21:14:00.379165"
"2013-11-10","21:14:04.166123","M010","WorkArea","WorkArea","ON","Control4-Motion","Sleep",21,"2013-11-10T21:14:04.166123"
"2013-11-10","21:14:04.309274","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",21,"2013-11-10T21:14:04.309274"
"2013-11-10","21:14:05.285366","M010","WorkArea","WorkArea","OFF","Control4-Motion","Sleep",21,"2013-11-10T21:14:05.285366"
"2013-11-10","21:14:05.434271","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",21,"2013-11-10T21:14:05.434271"
"2013-11-10","21:14:06.943007","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",21,"2013-11-10T21:14:06.943007"
"2013-11-10","21:14:08.059272","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",21,"2013-11-10T21:14:08.059272"
"2013-11-10","21:17:26.279361","T102","Ignore","BathroomTemp","27","Control4-Temperature","Sleep",21,"2013-11-10T21:17:26.279361"
"2013-11-10","21:27:21.321787","T102","Ignore","BathroomTemp","26","Control4-Temperature","Sleep",21,"2013-11-10T21:27:21.321787"
"2013-11-10","21:47:11.399359","T102","Ignore","BathroomTemp","25","Control4-Temperature","Sleep",21,"2013-11-10T21:47:11.399359"
"2013-11-10","22:02:32.901317","T104","Ignore","LivingRoomTemp","25","Control4-Temperature","Sleep",22,"2013-11-10T22:02:32.901317"
"2013-11-10","22:06:01.099199","T104","Ignore","LivingRoomTemp","26","Control4-Temperature","Sleep",22,"2013-11-10T22:06:01.099199"
"2013-11-10","22:06:53.146326","T104","Ignore","LivingRoomTemp","25","Control4-Temperature","Sleep",22,"2013-11-10T22:06:53.146326"
"2013-11-10","22:07:45.193410","T104","Ignore","LivingRoomTemp","26","Control4-Temperature","Sleep",22,"2013-11-10T22:07:45.193410"
"2013-11-10","22:08:37.291797","T104","Ignore","LivingRoomTemp","25","Control4-Temperature","Sleep",22,"2013-11-10T22:08:37.291797"
"2013-11-10","22:09:29.341150","T104","Ignore","LivingRoomTemp","26","Control4-Temperature","Sleep",22,"2013-11-10T22:09:29.341150"
"2013-11-10","22:16:25.687421","T104","Ignore","LivingRoomTemp","25","Control4-Temperature","Sleep",22,"2013-11-10T22:16:25.687421"
"2013-11-10","22:18:09.781844","T104","Ignore","LivingRoomTemp","26","Control4-Temperature","Sleep",22,"2013-11-10T22:18:09.781844"
"2013-11-10","22:19:01.879020","T104","Ignore","LivingRoomTemp","25","Control4-Temperature","Sleep",22,"2013-11-10T22:19:01.879020"
"2013-11-10","22:21:37.979064","T104","Ignore","LivingRoomTemp","26","Control4-Temperature","Sleep",22,"2013-11-10T22:21:37.979064"
"2013-11-10","22:22:30.029207","T104","Ignore","LivingRoomTemp","25","Control4-Temperature","Sleep",22,"2013-11-10T22:22:30.029207"
"2013-11-10","22:24:14.129701","T104","Ignore","LivingRoomTemp","26","Control4-Temperature","Sleep",22,"2013-11-10T22:24:14.129701"
"2013-11-10","22:25:06.176941","T104","Ignore","LivingRoomTemp","25","Control4-Temperature","Sleep",22,"2013-11-10T22:25:06.176941"
"2013-11-10","22:26:50.280522","T104","Ignore","LivingRoomTemp","26","Control4-Temperature","Sleep",22,"2013-11-10T22:26:50.280522"
"2013-11-10","22:30:18.470984","T104","Ignore","LivingRoomTemp","25","Control4-Temperature","Sleep",22,"2013-11-10T22:30:18.470984"
"2013-11-10","22:32:46.035627","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",22,"2013-11-10T22:32:46.035627"
"2013-11-10","22:32:47.161933","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",22,"2013-11-10T22:32:47.161933"
"2013-11-10","23:16:26.758267","T102","Ignore","BathroomTemp","24","Control4-Temperature","Sleep",23,"2013-11-10T23:16:26.758267"
"2013-11-10","23:57:35.748411","M010","WorkArea","WorkArea","ON","Control4-Motion","Sleep",23,"2013-11-10T23:57:35.748411"
"2013-11-10","23:57:35.973311","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",23,"2013-11-10T23:57:35.973311"
"2013-11-10","23:57:36.869756","M010","WorkArea","WorkArea","OFF","Control4-Motion","Sleep",23,"2013-11-10T23:57:36.869756"
"2013-11-10","23:57:37.096230","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",23,"2013-11-10T23:57:37.096230"
"2013-11-10","23:57:41.222372","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",23,"2013-11-10T23:57:41.222372"
"2013-11-10","23:57:42.348874","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",23,"2013-11-10T23:57:42.348874"
"2013-11-10","23:57:52.849796","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",23,"2013-11-10T23:57:52.849796"
"2013-11-10","23:57:54.724804","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",23,"2013-11-10T23:57:54.724804"
"2013-11-11","00:48:16.554280","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",0,"2013-11-11T00:48:16.554280"
"2013-11-11","00:48:19.551694","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",0,"2013-11-11T00:48:19.551694"
"2013-11-11","00:51:37.155861","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",0,"2013-11-11T00:51:37.155861"
"2013-11-11","00:51:38.281611","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",0,"2013-11-11T00:51:38.281611"
"2013-11-11","00:51:38.842324","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",0,"2013-11-11T00:51:38.842324"
"2013-11-11","00:51:39.966479","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",0,"2013-11-11T00:51:39.966479"
"2013-11-11","00:51:41.281320","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",0,"2013-11-11T00:51:41.281320"
"2013-11-11","00:51:42.407500","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",0,"2013-11-11T00:51:42.407500"
"2013-11-11","00:51:50.277951","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",0,"2013-11-11T00:51:50.277951"
"2013-11-11","00:51:51.403253","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",0,"2013-11-11T00:51:51.403253"
"2013-11-11","02:11:08.940519","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",2,"2013-11-11T02:11:08.940519"
"2013-11-11","02:11:10.060181","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",2,"2013-11-11T02:11:10.060181"
"2013-11-11","02:48:04.457456","T101","Ignore","FrontDoorTemp","23","Control4-Temperature","Sleep",2,"2013-11-11T02:48:04.457456"
"2013-11-11","03:17:55.900439","M010","WorkArea","WorkArea","ON","Control4-Motion","Sleep",3,"2013-11-11T03:17:55.900439"
"2013-11-11","03:17:55.980322","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",3,"2013-11-11T03:17:55.980322"
"2013-11-11","03:17:56.570645","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Sleep",3,"2013-11-11T03:17:56.570645"
"2013-11-11","03:17:57.009146","M010","WorkArea","WorkArea","OFF","Control4-Motion","Sleep",3,"2013-11-11T03:17:57.009146"
"2013-11-11","03:17:57.665040","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",3,"2013-11-11T03:17:57.665040"
"2013-11-11","03:17:57.696562","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Sleep",3,"2013-11-11T03:17:57.696562"
"2013-11-11","03:21:11.175148","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Sleep",3,"2013-11-11T03:21:11.175148"
"2013-11-11","03:21:11.807327","M010","WorkArea","WorkArea","ON","Control4-Motion","Sleep",3,"2013-11-11T03:21:11.807327"
"2013-11-11","03:21:12.086497","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",3,"2013-11-11T03:21:12.086497"
"2013-11-11","03:21:12.299845","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Sleep",3,"2013-11-11T03:21:12.299845"
"2013-11-11","03:21:12.929064","M010","WorkArea","WorkArea","OFF","Control4-Motion","Sleep",3,"2013-11-11T03:21:12.929064"
"2013-11-11","03:21:15.272108","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",3,"2013-11-11T03:21:15.272108"
"2013-11-11","03:26:48.557995","M010","WorkArea","WorkArea","ON","Control4-Motion","Sleep",3,"2013-11-11T03:26:48.557995"
"2013-11-11","03:26:49.177020","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",3,"2013-11-11T03:26:49.177020"
"2013-11-11","03:26:49.644469","M010","WorkArea","WorkArea","OFF","Control4-Motion","Sleep",3,"2013-11-11T03:26:49.644469"
"2013-11-11","03:26:50.296483","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",3,"2013-11-11T03:26:50.296483"
"2013-11-11","03:26:53.056781","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Sleep",3,"2013-11-11T03:26:53.056781"
"2013-11-11","03:26:54.075242","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Sleep",3,"2013-11-11T03:26:54.075242"
"2013-11-11","03:26:57.260883","MA004","Bedroom","Bedroom","ON","Control4-MotionArea","Sleep",3,"2013-11-11T03:26:57.260883"
"2013-11-11","03:26:58.387839","MA004","Bedroom","Bedroom","OFF","Control4-MotionArea","Sleep",3,"2013-11-11T03:26:58.387839"
"2013-11-11","03:26:58.544776","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",3,"2013-11-11T03:26:58.544776"
"2013-11-11","03:26:59.672783","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",3,"2013-11-11T03:26:59.672783"
"2013-11-11","03:27:02.298251","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",3,"2013-11-11T03:27:02.298251"
"2013-11-11","03:27:03.428528","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",3,"2013-11-11T03:27:03.428528"
"2013-11-11","03:27:08.863815","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",3,"2013-11-11T03:27:08.863815"
"2013-11-11","03:27:09.985192","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",3,"2013-11-11T03:27:09.985192"
"2013-11-11","03:27:12.045226","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",3,"2013-11-11T03:27:12.045226"
"2013-11-11","03:27:13.176298","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",3,"2013-11-11T03:27:13.176298"
"2013-11-11","03:27:13.276034","M010","WorkArea","WorkArea","ON","Control4-Motion","Sleep",3,"2013-11-11T03:27:13.276034"
"2013-11-11","03:27:13.734795","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",3,"2013-11-11T03:27:13.734795"
"2013-11-11","03:27:15.336507","M010","WorkArea","WorkArea","OFF","Control4-Motion","Sleep",3,"2013-11-11T03:27:15.336507"
"2013-11-11","03:27:17.486465","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",3,"2013-11-11T03:27:17.486465"
"2013-11-11","04:29:17.639736","M010","WorkArea","WorkArea","ON","Control4-Motion","Sleep",4,"2013-11-11T04:29:17.639736"
"2013-11-11","04:29:17.866989","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",4,"2013-11-11T04:29:17.866989"
"2013-11-11","04:29:18.998970","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",4,"2013-11-11T04:29:18.998970"
"2013-11-11","04:29:19.319082","M010","WorkArea","WorkArea","OFF","Control4-Motion","Sleep",4,"2013-11-11T04:29:19.319082"
"2013-11-11","04:37:12.114129","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",4,"2013-11-11T04:37:12.114129"
"2013-11-11","04:37:13.138193","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",4,"2013-11-11T04:37:13.138193"
"2013-11-11","04:37:16.697447","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",4,"2013-11-11T04:37:16.697447"
"2013-11-11","04:37:17.824678","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",4,"2013-11-11T04:37:17.824678"
"2013-11-11","04:42:11.607537","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",4,"2013-11-11T04:42:11.607537"
"2013-11-11","04:42:12.730644","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",4,"2013-11-11T04:42:12.730644"
"2013-11-11","04:42:17.608562","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",4,"2013-11-11T04:42:17.608562"
"2013-11-11","04:42:18.735222","MA005","Bedroom","Bed","OFF","Control4-MotionArea","Sleep",4,"2013-11-11T04:42:18.735222"
"2013-11-11","05:42:10.878670","MA005","Bedroom","Bed","ON","Control4-MotionArea","Sleep",5,"2013-11-11T05:42:10.878670"
